update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
5,1800,1025.4430028149693,2,0.2780400037765503,0.42496428439927253,0.0,0.9639999866485596,39.8,45.91252552408765,10.0,172.0,1.0985097885131836,7.5325034079772495e-06,-0.1730261741516491,0.11464689124841243,0.13634819801320305,0.2780400037765503,0.42496428439927253,0.0,0.9639999866485596
10,3600,1087.175251318694,4,0.14923999905586244,0.31498461666616906,0.0,0.9711999893188477,96.3,84.2508753663723,5.0,250.0,1.0985100766023,3.7603938684090586e-05,7.65338230242681e-06,9.647667987185601e-08,0.00015534813527780684,0.14923999905586244,0.31498461666616906,0.0,0.9711999893188477
15,5400,1118.711438355454,5,0.04708000123500824,0.1412400037050247,0.0,0.4708000123500824,119.6,95.60146442393024,5.0,250.0,1.0985242823759716,0.0007187301113541859,0.0006067548568656397,2.6675611310977843e-06,0.0018114600932174908,0.04708000123500824,0.1412400037050247,0.0,0.4708000123500824
20,7200,1099.0826647023243,7,0.19603999853134155,0.3920808234243983,0.0,0.9819999933242798,135.4,100.51686425670073,5.0,250.0,1.0985137621561685,0.0022294422403016747,0.0019100759060772057,9.786199152965008e-06,0.005458927657050649,0.19603999853134155,0.3920808234243983,0.0,0.9819999933242798
25,9000,1075.5046956967687,8,0.13880000114440919,0.2832612938999467,0.0,0.8199999928474426,160.6,92.93352462916705,8.0,250.0,1.098514954249064,0.0005989161024141746,-0.01769352998053364,0.009510148612151196,0.003869050410691884,0.13880000114440919,0.2832612938999467,0.0,0.8199999928474426
30,10800,1022.3076626217586,10,0.2189999997615814,0.3607256329803074,0.0,0.9711999893188477,127.4,109.43509491931735,3.0,250.0,1.0985067387421927,0.002533979880051144,-0.0012317876923286046,1.3733124755314446e-05,0.004724867609918975,0.2189999997615814,0.3607256329803074,0.0,0.9711999893188477
35,12600,1063.898352734275,12,0.23052000403404235,0.35985162186261044,0.0,0.9172000288963318,117.1,98.97924024763981,5.0,250.0,1.098498910665512,0.02981401545306047,-0.002230698281588654,0.004753839960661328,0.021820650871995216,0.23052000403404235,0.35985162186261044,0.0,0.9172000288963318
40,14400,1046.5105950616908,14,0.20604000389575958,0.35333214402378676,0.0,0.9136000275611877,118.5,91.63760145267881,8.0,250.0,1.0984565913677216,0.036436016360918685,0.004918559512589127,7.379864958541778e-05,0.011395961251603559,0.20604000389575958,0.35333214402378676,0.0,0.9136000275611877
45,16200,1053.9563005313933,15,0.0987600028514862,0.185352985196103,0.0,0.5932000279426575,212.4,44.5919275205726,113.0,250.0,1.098497360944748,0.027698774511615433,0.0004309626528993249,9.959974613593658e-05,0.011711592146327807,0.0987600028514862,0.185352985196103,0.0,0.5932000279426575
50,18000,1037.532760678528,17,0.1765199989080429,0.31025285226507715,0.0,0.9819999933242798,137.8,94.73626549532128,5.0,250.0,1.0984869996706645,0.032598324896146856,-0.014099281979724765,0.008761127298006006,0.04131550867664471,0.1765199989080429,0.31025285226507715,0.0,0.9819999933242798
