update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
5,1800,481.19728442675535,4,0.4819200038909912,0.4262799782829733,0.0,0.9819999933242798,50.2,47.9495568279833,5.0,176.0,1.0983331501483917,0.11250439596672852,-0.009266359425964765,0.002489137123726929,0.03619591898306397,0.4819200038909912,0.4262799782829733,0.0,0.9819999933242798
10,3600,476.52241860582546,8,0.044200000166893,0.13260000050067902,0.0,0.44200000166893005,191.0,82.19245707484356,29.0,250.0,1.0983146031697593,0.07563640704999368,0.004753399795542161,0.0011470465975283635,0.01448331825296793,0.044200000166893,0.13260000050067902,0.0,0.44200000166893005
15,5400,476.51715519200184,11,0.14952000379562377,0.26126449023595233,0.0,0.7408000230789185,160.8,78.75252376908311,15.0,250.0,1.0983819663524628,0.05228069735070069,0.004294522126050045,0.000148029684927072,0.009788573236638882,0.14952000379562377,0.26126449023595233,0.0,0.7408000230789185
20,7200,458.01400902469476,15,0.15096000134944915,0.24342878763368409,0.0,0.6543999910354614,195.3,61.219359683028365,96.0,250.0,1.098283976316452,0.07456934514145055,-0.004769903142005205,0.004690969197933252,0.04581060470580091,0.15096000134944915,0.24342878763368409,0.0,0.6543999910354614
25,9000,531.983098577655,19,0.3226000010967255,0.4087593802957844,0.0,0.9855999946594238,95.0,84.1486779456457,4.0,250.0,1.0983873109022775,0.08513219530383745,0.004912650290255745,0.0020253044179601907,0.06639331736124952,0.3226000010967255,0.4087593802957844,0.0,0.9855999946594238
30,10800,482.0000287294405,23,0.34952000081539153,0.3771998247837113,0.0,0.8776000142097473,115.3,84.79274733136083,10.0,250.0,1.0981932481129963,0.13094989769160748,0.025394965739299856,0.0008884698084633177,0.06172133558309102,0.34952000081539153,0.3771998247837113,0.0,0.8776000142097473
35,12600,478.9942686892533,26,0.1920799970626831,0.3843252648221415,0.0,0.9855999946594238,74.8,92.89111905882068,4.0,250.0,1.0983356833457947,0.07787200467040141,0.013093773217406124,0.0006330346177113219,0.030942043994912998,0.1920799970626831,0.3843252648221415,0.0,0.9855999946594238
40,14400,444.6639685556095,30,0.10676000118255616,0.2584954924583375,0.0,0.8596000075340271,178.6,103.11663299390648,10.0,250.0,1.0984334150950112,0.04839864745736122,0.003047620605987807,8.139415573774993e-05,0.013474833941224786,0.10676000118255616,0.2584954924583375,0.0,0.8596000075340271
45,16200,474.2842747824973,34,0.09172000288963318,0.2751600086688995,0.0,0.9172000288963318,146.9,100.70198607773335,5.0,250.0,1.0983893970648448,0.0436702884423236,0.01063772989436984,0.0007669789520150516,0.032603593263267824,0.09172000288963318,0.2751600086688995,0.0,0.9172000288963318
50,18000,454.22176872057986,38,0.2614799976348877,0.4079230892153599,0.0,0.9891999959945679,98.4,95.89181404061559,3.0,250.0,1.09846564133962,0.0814741530145208,-0.25537322915624827,0.17531830821341524,0.8272883674300757,0.2614799976348877,0.4079230892153599,0.0,0.9891999959945679
55,19800,486.60077033737065,42,0.2578799962997437,0.40159469726343255,0.0,0.9675999879837036,148.7,102.4773633540598,9.0,250.0,1.0983556310335794,0.057780271396040916,0.0003149769824328059,0.006331405828556551,0.032647903015162946,0.2578799962997437,0.40159469726343255,0.0,0.9675999879837036
60,21600,444.47705229432904,46,0.19847999811172484,0.32397593598169194,0.0,0.8452000021934509,128.0,96.883435116639,12.0,250.0,1.0982967217763264,0.040881749242544174,-0.015790209989063442,0.007969218244700944,0.0674096331758875,0.19847999811172484,0.32397593598169194,0.0,0.8452000021934509
65,23400,449.9915780213178,50,0.39199999868869784,0.45818525335861077,0.0,0.9783999919891357,88.7,106.3804963327395,6.0,250.0,1.0983347793420157,0.07542865350842476,0.010396550234872848,0.005555279075148671,0.06619282161544161,0.39199999868869784,0.45818525335861077,0.0,0.9783999919891357
70,25200,474.5294662810383,54,0.12944000363349914,0.2604969597001272,0.0,0.7120000123977661,165.4,79.90644529698464,45.0,250.0,1.0981352229913077,0.0742956337829431,0.01891153360096117,0.0008104924697060294,0.04942755847494297,0.12944000363349914,0.2604969597001272,0.0,0.7120000123977661
75,27000,422.93784706223414,58,0.2873199969530106,0.38627504992121786,0.0,0.9819999933242798,121.1,97.50533318747236,5.0,250.0,1.0982572933038077,0.1073605896284183,0.007539650842469807,0.0026190645221504383,0.039304434312011624,0.2873199969530106,0.38627504992121786,0.0,0.9819999933242798
80,28800,456.4871382709563,62,0.13808000087738037,0.2863390905590553,0.0,0.8596000075340271,171.8,85.63153624687578,5.0,250.0,1.0983762939771016,0.08559887297451496,0.01386111015987505,0.0010257408251466889,0.04885392695588683,0.13808000087738037,0.2863390905590553,0.0,0.8596000075340271
85,30600,425.9594111971835,66,0.29596000015735624,0.4038210880192311,0.0,0.9891999959945679,138.3,105.8319894927805,3.0,250.0,1.09827529390653,0.06763474270701408,0.00035070169057386624,0.0005809936518896089,0.012583507197615178,0.29596000015735624,0.4038210880192311,0.0,0.9891999959945679
90,32400,480.04257579760474,70,0.0765999972820282,0.2297999918460846,0.0,0.765999972820282,134.1,97.28663834258022,16.0,250.0,1.098251352707545,0.08705170266330242,0.0180415779662629,0.0006504922559997794,0.017089822955379592,0.0765999972820282,0.2297999918460846,0.0,0.765999972820282
95,34200,434.6068719691632,74,0.23016000390052796,0.3561035063912656,0.0,0.9100000262260437,124.8,81.68818764056404,13.0,250.0,1.098329524199168,0.07296526804566383,-0.030036710396719474,0.015303562761497838,0.08518490515573199,0.23016000390052796,0.3561035063912656,0.0,0.9100000262260437
100,36000,428.1740713486659,78,0.4569199949502945,0.3627364007369591,0.0,0.9891999959945679,109.4,80.73437929407768,3.0,239.0,1.0982670187950134,0.08375296679635842,0.002624499165297796,0.004174293062457461,0.01901126916332518,0.4569199949502945,0.3627364007369591,0.0,0.9891999959945679
105,37800,446.3216514335829,82,0.1060399979352951,0.21542830871884888,0.0,0.614799976348877,147.2,86.86057793959236,21.0,250.0,1.098230630159378,0.06591453310102224,-0.11084303500441214,0.0517757487250492,0.42421380617543625,0.1060399979352951,0.21542830871884888,0.0,0.614799976348877
110,39600,467.98820630230756,86,0.2769599974155426,0.423214483292322,0.0,0.9495999813079834,121.0,105.35843582741725,14.0,250.0,1.0982857644557953,0.06988026356945434,0.003513145085889846,0.0016195640315951703,0.03657410160653783,0.2769599974155426,0.423214483292322,0.0,0.9495999813079834
